"paper","da_label","descriptive","inferential","machine_learning","method"
"http://orkg.org/orkg/resource/R280375","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280412","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280481","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280511","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280758","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280798","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280811","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R281166","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R281172","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R281210","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R283106","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R283098","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R285771","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R555710","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R557163","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R263000","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R276015","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R194922","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195551","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R196009","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198673","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198706","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198917","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198795","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R200106","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195179","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195218","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195982","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198808","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R199158","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R199162","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R200042","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288453","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288485","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288507","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198964","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R199005","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R211404","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R221183","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280521","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R285776","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288476","analysis","descriptive",,,
"http://orkg.org/orkg/resource/R194686","analysis",,,,"a priori coding"
"http://orkg.org/orkg/resource/R195107","analysis",,,,"synthesis"
"http://orkg.org/orkg/resource/R288783","analysis",,,,"e^3 control approach"
"http://orkg.org/orkg/resource/R279151","analysis",,,,"grounded theory"
"http://orkg.org/orkg/resource/R193330","analysis",,,,"grounded theory"
"http://orkg.org/orkg/resource/R283077","analysis",,,,"comparative analysis"
"http://orkg.org/orkg/resource/R193022","analysis",,,,"comparative analysis"
"http://orkg.org/orkg/resource/R227482","analysis",,,,"axial coding"
"http://orkg.org/orkg/resource/R193330","analysis",,,,"axial coding"
"http://orkg.org/orkg/resource/R227482","analysis",,,,"open coding"
"http://orkg.org/orkg/resource/R193330","analysis",,,,"open coding"
"http://orkg.org/orkg/resource/R193330","analysis",,,,"selective coding"
"http://orkg.org/orkg/resource/R227482","analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R254521","analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R193070","analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R194686","analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R197609","analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R198877","analysis",,,,"content analysis"
"http://orkg.org/orkg/resource/R193818","analysis",,,,"clustering"
"http://orkg.org/orkg/resource/R193818","analysis",,,,"inspiRE-D method"
"http://orkg.org/orkg/resource/R211485","analysis",,,,"coding"
"http://orkg.org/orkg/resource/R220798","analysis",,,,"coding"
"http://orkg.org/orkg/resource/R199039","analysis",,,,"mapping"
"http://orkg.org/orkg/resource/R220629","analysis",,,,"Assumption-based risk identification method"
"http://orkg.org/orkg/resource/R554460","analysis",,,,"Context-Awareness Problems Analysis"
"http://orkg.org/orkg/resource/R554861","analysis",,,,"Formal Concept Analysis "
"http://orkg.org/orkg/resource/R276000","analysis",,,,"detailed analysis"
"http://orkg.org/orkg/resource/R576793","analysis",,,,"problem analysis"
"http://orkg.org/orkg/resource/R576793","analysis",,,,"solution analysis"
"http://orkg.org/orkg/resource/R195669","analysis",,,,"Sequence-based enumeration extended for security"
"http://orkg.org/orkg/resource/R196065","analysis",,,,"Scenarios"
"http://orkg.org/orkg/resource/R288443","analysis",,,,"reasoning"
"http://orkg.org/orkg/resource/R198877","analysis",,,,"artefact analysis"
"http://orkg.org/orkg/resource/R199039","analysis",,,,"Repertory grid technique"
"http://orkg.org/orkg/resource/R288513","analysis",,,,"goal-oriented analysis"
"http://orkg.org/orkg/resource/R221838","analysis",,,,"sentence interpretation  procedure"
"http://orkg.org/orkg/resource/R283077","analysis",,,,"RNLS-based analysis"
"http://orkg.org/orkg/resource/R283077","analysis",,,,"Annotation-based analysis"
"http://orkg.org/orkg/resource/R576793","analysis",,,,"goal analysis"
"http://orkg.org/orkg/resource/R578035","analysis",,,,"goal analysis"
