"paper","year","contribution","dc_label","experiment","survey","interview","study","secondary_research","action_research","da_label"
"http://orkg.org/orkg/resource/R194054","2020","http://orkg.org/orkg/resource/R194055","preliminary study",,,,,,,
"http://orkg.org/orkg/resource/R194084","2020","http://orkg.org/orkg/resource/R194085","case study",,,,,,,
"http://orkg.org/orkg/resource/R194139","2020","http://orkg.org/orkg/resource/R194140","case study",,,,,,,
"http://orkg.org/orkg/resource/R194253","2019","http://orkg.org/orkg/resource/R194255","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R194345","2019","http://orkg.org/orkg/resource/R194347","use case",,,,,,,
"http://orkg.org/orkg/resource/R193336","2021","http://orkg.org/orkg/resource/R193337","secondary research",,,,,,,
"http://orkg.org/orkg/resource/R194641","2020","http://orkg.org/orkg/resource/R194642","secondary research",,,,,,,
"http://orkg.org/orkg/resource/R194607","2019","http://orkg.org/orkg/resource/R194608","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R194875","2019","http://orkg.org/orkg/resource/R194876","collection",,,,,,,
"http://orkg.org/orkg/resource/R194884","2019","http://orkg.org/orkg/resource/R194885","collection",,,,,,,
"http://orkg.org/orkg/resource/R194905","2019","http://orkg.org/orkg/resource/R194906","collection",,,,,,,
"http://orkg.org/orkg/resource/R113160","2018","http://orkg.org/orkg/resource/R194980","collection",,,,,,,
"http://orkg.org/orkg/resource/R195107","2018","http://orkg.org/orkg/resource/R195108","collection",,,,,,,
"http://orkg.org/orkg/resource/R195173","2018","http://orkg.org/orkg/resource/R195174","collection",,,,,,,
"http://orkg.org/orkg/resource/R195216","2018","http://orkg.org/orkg/resource/R195217","collection",,,,,,,
"http://orkg.org/orkg/resource/R195218","2018","http://orkg.org/orkg/resource/R195220","collection",,,,,,,
"http://orkg.org/orkg/resource/R195513","2017","http://orkg.org/orkg/resource/R195515","collection",,,,,,,
"http://orkg.org/orkg/resource/R195767","2017","http://orkg.org/orkg/resource/R195768","collection",,,,,,,
"http://orkg.org/orkg/resource/R195982","2017","http://orkg.org/orkg/resource/R195983","collection",,,,,,,
"http://orkg.org/orkg/resource/R195995","2017","http://orkg.org/orkg/resource/R195996","collection",,,,,,,
"http://orkg.org/orkg/resource/R196065","2017","http://orkg.org/orkg/resource/R196066","collection",,,,,,,
"http://orkg.org/orkg/resource/R198904","2016","http://orkg.org/orkg/resource/R198905","collection",,,,,,,
"http://orkg.org/orkg/resource/R194895","2019","http://orkg.org/orkg/resource/R194897","case study",,,,,,,
"http://orkg.org/orkg/resource/R195005","2018","http://orkg.org/orkg/resource/R195010","systematic literature review",,,,,,,
"http://orkg.org/orkg/resource/R195023","2018","http://orkg.org/orkg/resource/R195024","systematic literature review",,,,,,,
"http://orkg.org/orkg/resource/R195113","2018","http://orkg.org/orkg/resource/R195114","case study",,,,,,,
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","observation",,,,,,,
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","storyboarding",,,,,,,
"http://orkg.org/orkg/resource/R76792","2017","http://orkg.org/orkg/resource/R195470","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R108199","2017","http://orkg.org/orkg/resource/R195486","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R113008","2017","http://orkg.org/orkg/resource/R195498","user study",,,,,,,
"http://orkg.org/orkg/resource/R113067","2017","http://orkg.org/orkg/resource/R195534","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R195597","2017","http://orkg.org/orkg/resource/R195598","systematic literature review",,,,,,,
"http://orkg.org/orkg/resource/R195664","2017","http://orkg.org/orkg/resource/R195665","systeamtic literature review",,,,,,,
"http://orkg.org/orkg/resource/R195669","2017","http://orkg.org/orkg/resource/R195671","case study",,,,,,,
"http://orkg.org/orkg/resource/R195728","2017","http://orkg.org/orkg/resource/R195729","systematic literature review",,,,,,,
"http://orkg.org/orkg/resource/R195743","2017","http://orkg.org/orkg/resource/R195744","systematic review",,,,,,,
"http://orkg.org/orkg/resource/R195749","2017","http://orkg.org/orkg/resource/R195750","case study",,,,,,,
"http://orkg.org/orkg/resource/R195849","2017","http://orkg.org/orkg/resource/R195850","pilot study",,,,,,,
"http://orkg.org/orkg/resource/R195998","2017","http://orkg.org/orkg/resource/R195999","experiment",,,,,,,
"http://orkg.org/orkg/resource/R195998","2017","http://orkg.org/orkg/resource/R195999","case study",,,,,,,
"http://orkg.org/orkg/resource/R196009","2017","http://orkg.org/orkg/resource/R196010","case study",,,,,,,
"http://orkg.org/orkg/resource/R196046","2017","http://orkg.org/orkg/resource/R196047","case study",,,,,,,
"http://orkg.org/orkg/resource/R112434","2017","http://orkg.org/orkg/resource/R195568","secondary research",,,,,,,
"http://orkg.org/orkg/resource/R194974","2018","http://orkg.org/orkg/resource/R194976","case study",,,,,,,
"http://orkg.org/orkg/resource/R193920","2020","http://orkg.org/orkg/resource/R193922","secondary research",,,,,,,
"http://orkg.org/orkg/resource/R198663","2016","http://orkg.org/orkg/resource/R198665","systematic literature review",,,,,,,
"http://orkg.org/orkg/resource/R198706","2016","http://orkg.org/orkg/resource/R198708","case study",,,,,,,
"http://orkg.org/orkg/resource/R111988","2016","http://orkg.org/orkg/resource/R198817","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R198833","2016","http://orkg.org/orkg/resource/R198834","systematic literature map",,,,,,,
"http://orkg.org/orkg/resource/R198964","2016","http://orkg.org/orkg/resource/R198965","case study",,,,,,,
"http://orkg.org/orkg/resource/R198972","2016","http://orkg.org/orkg/resource/R198973","case study",,,,,,,
"http://orkg.org/orkg/resource/R199014","2015","http://orkg.org/orkg/resource/R199016","systematic literature review",,,,,,,
"http://orkg.org/orkg/resource/R199039","2015","http://orkg.org/orkg/resource/R199041","case study",,,,,,,
"http://orkg.org/orkg/resource/R199123","2015","http://orkg.org/orkg/resource/R199125","workshop",,,,,,,
"http://orkg.org/orkg/resource/R200098","2015","http://orkg.org/orkg/resource/R200099","case study",,,,,,,
"http://orkg.org/orkg/resource/R276005","2011","http://orkg.org/orkg/resource/R276006","no collection",,,,,,,
"http://orkg.org/orkg/resource/R276059","2011","http://orkg.org/orkg/resource/R276060","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280299","2010","http://orkg.org/orkg/resource/R280301","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280303","2010","http://orkg.org/orkg/resource/R280304","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280308","2010","http://orkg.org/orkg/resource/R280310","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280317","2010","http://orkg.org/orkg/resource/R280325","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280448","2010","http://orkg.org/orkg/resource/R280449","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280526","2010","http://orkg.org/orkg/resource/R280527","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280754","2009","http://orkg.org/orkg/resource/R280756","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280785","2009","http://orkg.org/orkg/resource/R280787","no collection",,,,,,,
"http://orkg.org/orkg/resource/R280789","2009","http://orkg.org/orkg/resource/R280791","no collection",,,,,,,
"http://orkg.org/orkg/resource/R281210","2009","http://orkg.org/orkg/resource/R281211","no collection",,,,,,,
"http://orkg.org/orkg/resource/R194425","2019","http://orkg.org/orkg/resource/R194427","no collection",,,,,,,
"http://orkg.org/orkg/resource/R194870","2019","http://orkg.org/orkg/resource/R194871","no collection",,,,,,,
"http://orkg.org/orkg/resource/R211137","2014","http://orkg.org/orkg/resource/R211139","no collection",,,,,,,
"http://orkg.org/orkg/resource/R211177","2014","http://orkg.org/orkg/resource/R211179","no collection",,,,,,,
"http://orkg.org/orkg/resource/R211279","2014","http://orkg.org/orkg/resource/R211281","no collection",,,,,,,
"http://orkg.org/orkg/resource/R220388","2013","http://orkg.org/orkg/resource/R220389","no collection",,,,,,,
"http://orkg.org/orkg/resource/R220823","2012","http://orkg.org/orkg/resource/R220825","no collection",,,,,,,
"http://orkg.org/orkg/resource/R222372","2012","http://orkg.org/orkg/resource/R222373","no collection",,,,,,,
"http://orkg.org/orkg/resource/R228222","2022","http://orkg.org/orkg/resource/R228225","no collection",,,,,,,
"http://orkg.org/orkg/resource/R229369","2022","http://orkg.org/orkg/resource/R229370","no collection",,,,,,,
"http://orkg.org/orkg/resource/R194428","2019","http://orkg.org/orkg/resource/R194430","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R113160","2018","http://orkg.org/orkg/resource/R194980","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R195179","2018","http://orkg.org/orkg/resource/R195180","workshop",,,,,,,
"http://orkg.org/orkg/resource/R195495","2017","http://orkg.org/orkg/resource/R195497","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R196014","2017","http://orkg.org/orkg/resource/R196015","use case",,,,,,,
"http://orkg.org/orkg/resource/R198795","2016","http://orkg.org/orkg/resource/R198796","use case",,,,,,,
"http://orkg.org/orkg/resource/R199136","2015","http://orkg.org/orkg/resource/R199138","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R199158","2015","http://orkg.org/orkg/resource/R199159","workshop",,,,,,,
"http://orkg.org/orkg/resource/R199162","2015","http://orkg.org/orkg/resource/R199163","use case",,,,,,,
"http://orkg.org/orkg/resource/R200045","2015","http://orkg.org/orkg/resource/R200046","case study",,,,,,,
"http://orkg.org/orkg/resource/R200061","2015","http://orkg.org/orkg/resource/R200062","case study",,,,,,,
"http://orkg.org/orkg/resource/R200042","2015","http://orkg.org/orkg/resource/R200043","case study",,,,,,,
"http://orkg.org/orkg/resource/R78392","2015","http://orkg.org/orkg/resource/R199165","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R211106","2014","http://orkg.org/orkg/resource/R211108","observation",,,,,,,
"http://orkg.org/orkg/resource/R211145","2014","http://orkg.org/orkg/resource/R211147","case study",,,,,,,
"http://orkg.org/orkg/resource/R211154","2014","http://orkg.org/orkg/resource/R211158","case study",,,,,,,
"http://orkg.org/orkg/resource/R211188","2014","http://orkg.org/orkg/resource/R211191","case study",,,,,,,
"http://orkg.org/orkg/resource/R211198","2014","http://orkg.org/orkg/resource/R211200","case study",,,,,,,
"http://orkg.org/orkg/resource/R211283","2014","http://orkg.org/orkg/resource/R211285","case study",,,,,,,
"http://orkg.org/orkg/resource/R211327","2014","http://orkg.org/orkg/resource/R211328","industrial study",,,,,,,
"http://orkg.org/orkg/resource/R211351","2014","http://orkg.org/orkg/resource/R211352","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R211370","2014","http://orkg.org/orkg/resource/R211371","workshop",,,,,,,
"http://orkg.org/orkg/resource/R211380","2014","http://orkg.org/orkg/resource/R211381","study",,,,,,,
"http://orkg.org/orkg/resource/R211404","2014","http://orkg.org/orkg/resource/R211405","case study",,,,,,,
"http://orkg.org/orkg/resource/R211411","2014","http://orkg.org/orkg/resource/R211412","observation",,,,,,,
"http://orkg.org/orkg/resource/R211428","2014","http://orkg.org/orkg/resource/R211429","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R211452","2014","http://orkg.org/orkg/resource/R211453","case study",,,,,,,
"http://orkg.org/orkg/resource/R211485","2014","http://orkg.org/orkg/resource/R211486","workshop",,,,,,,
"http://orkg.org/orkg/resource/R211494","2014","http://orkg.org/orkg/resource/R211495","case study",,,,,,,
"http://orkg.org/orkg/resource/R220303","2013","http://orkg.org/orkg/resource/R220305","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R220314","2013","http://orkg.org/orkg/resource/R220316","case study",,,,,,,
"http://orkg.org/orkg/resource/R220371","2013","http://orkg.org/orkg/resource/R220373","case study",,,,,,,
"http://orkg.org/orkg/resource/R220378","2013","http://orkg.org/orkg/resource/R220380","case study",,,,,,,
"http://orkg.org/orkg/resource/R220383","2013","http://orkg.org/orkg/resource/R220385","case study",,,,,,,
"http://orkg.org/orkg/resource/R220583","2013","http://orkg.org/orkg/resource/R220584","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R220605","2013","http://orkg.org/orkg/resource/R220606","case study",,,,,,,
"http://orkg.org/orkg/resource/R220611","2013","http://orkg.org/orkg/resource/R220612","case study",,,,,,,
"http://orkg.org/orkg/resource/R220624","2013","http://orkg.org/orkg/resource/R220625","case study",,,,,,,
"http://orkg.org/orkg/resource/R220633","2013","http://orkg.org/orkg/resource/R220634","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R220798","2013","http://orkg.org/orkg/resource/R220799","observation",,,,,,,
"http://orkg.org/orkg/resource/R220810","2013","http://orkg.org/orkg/resource/R220811","literature review",,,,,,,
"http://orkg.org/orkg/resource/R220838","2012","http://orkg.org/orkg/resource/R220840","case study",,,,,,,
"http://orkg.org/orkg/resource/R220874","2012","http://orkg.org/orkg/resource/R220876","case study",,,,,,,
"http://orkg.org/orkg/resource/R220892","2012","http://orkg.org/orkg/resource/R220895","workshop",,,,,,,
"http://orkg.org/orkg/resource/R221137","2012","http://orkg.org/orkg/resource/R221140","case study",,,,,,,
"http://orkg.org/orkg/resource/R221147","2012","http://orkg.org/orkg/resource/R221150","multiple case study",,,,,,,
"http://orkg.org/orkg/resource/R221169","2012","http://orkg.org/orkg/resource/R221170","case study",,,,,,,
"http://orkg.org/orkg/resource/R221183","2012","http://orkg.org/orkg/resource/R221184","case study",,,,,,,
"http://orkg.org/orkg/resource/R221187","2012","http://orkg.org/orkg/resource/R221188","case study",,,,,,,
"http://orkg.org/orkg/resource/R222366","2012","http://orkg.org/orkg/resource/R222367","use case",,,,,,,
"http://orkg.org/orkg/resource/R225574","2012","http://orkg.org/orkg/resource/R225575","case study",,,,,,,
"http://orkg.org/orkg/resource/R225580","2012","http://orkg.org/orkg/resource/R225581","multiple case study",,,,,,,
"http://orkg.org/orkg/resource/R225589","2012","http://orkg.org/orkg/resource/R225590","case study",,,,,,,
"http://orkg.org/orkg/resource/R227501","2022","http://orkg.org/orkg/resource/R227503","validation study",,,,,,,
"http://orkg.org/orkg/resource/R227514","2022","http://orkg.org/orkg/resource/R227516","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R228229","2022","http://orkg.org/orkg/resource/R228231","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R228262","2022","http://orkg.org/orkg/resource/R228263","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R229273","2022","http://orkg.org/orkg/resource/R229276","literature review",,,,,,,
"http://orkg.org/orkg/resource/R229316","2022","http://orkg.org/orkg/resource/R229318","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R229340","2022","http://orkg.org/orkg/resource/R229342","systematic literature review",,,,,,,
"http://orkg.org/orkg/resource/R229375","2022","http://orkg.org/orkg/resource/R229378","archive analysis",,,,,,,
"http://orkg.org/orkg/resource/R254508","2011","http://orkg.org/orkg/resource/R254510","observation",,,,,,,
"http://orkg.org/orkg/resource/R254521","2011","http://orkg.org/orkg/resource/R254523","workshop",,,,,,,
"http://orkg.org/orkg/resource/R254521","2011","http://orkg.org/orkg/resource/R254523","case study",,,,,,,
"http://orkg.org/orkg/resource/R264011","2011","http://orkg.org/orkg/resource/R265000","case study",,,,,,,
"http://orkg.org/orkg/resource/R194093","2020","http://orkg.org/orkg/resource/R194094",,,,,,,,
